profile,A,x_match,q,compactness_2M_over_R,compactness_class,f_match,min_f_inside,zero_crossings_inside,finite_curvature,regular_center_proxy,Ricci_min,Ricci_max,Ricci_abs_max,K_min,K_max,K_abs_max,rho_center,rho_boundary
tapered,4.0,4.0,4,0.45531447553519105,subcompact,0.544685524464809,0.028493907564284826,0,True,True,-0.26326352996842106,15.999315412475363,15.999315412475363,0.010026683742381706,42.66301965426287,42.66301965426287,0.9999999974999998,0.0
tapered,4.0,5.0,2,0.5316957822084423,subcompact,0.46830421779155773,-0.1493798510117239,2,True,True,-0.08810839945636628,16.001008642030776,16.001008642030776,0.0055430312254410785,42.67204929935438,42.67204929935438,0.9999999991999999,0.0
tapered,4.0,5.0,4,0.4390223751522991,subcompact,0.560977624847701,-0.05904078074437091,2,True,True,-0.16841328534231448,16.000211815550088,16.000211815550088,0.003791410085152507,42.667799819424516,42.667799819424516,0.9999999983999999,0.0
tapered,8.0,3.0,2,1.219170959614914,horizon_interior_static_caution,-0.21917095961491406,-0.9792093020817514,1,True,True,-0.5826365675881193,31.9991840849332,31.9991840849332,0.2264158836707747,170.65797909158812,170.65797909158812,0.9999999977777778,5.728195188922817e-10
tapered,8.0,3.0,4,0.8860211330949936,compact_below_horizon,0.11397886690500636,-0.6448057573752359,2,True,True,-0.8704273117620192,31.99475770787316,31.99475770787316,0.12117754567483943,170.61077616136146,170.61077616136146,0.9999999955555556,2.6894503843147464e-17
tapered,8.0,4.0,2,1.1580702488940535,horizon_interior_static_caution,-0.15807024889405352,-1.1884641114953585,1,True,True,-0.30150552556658394,32.00112083014275,32.00112083014275,0.06447763835392437,170.67863546311025,170.67863546311025,0.9999999987499999,0.0
tapered,8.0,4.0,4,0.9106289510703821,compact_below_horizon,0.08937104892961789,-0.9430121848714303,2,True,True,-0.5265270599368073,31.9986308251023,31.9986308251023,0.04010673494761833,170.65207861866764,170.65207861866764,0.9999999974999998,0.0
tapered,8.0,5.0,2,1.0633915644168845,horizon_interior_static_caution,-0.06339156441688454,-1.2987597020234478,1,True,True,-0.17621679883704333,32.00201728436522,32.00201728436522,0.022172124905818907,170.68819720065622,170.68819720065622,0.9999999991999999,0.0
tapered,8.0,5.0,4,0.8780447503045982,compact_below_horizon,0.12195524969540184,-1.1180815614887418,2,True,True,-0.336826570713068,32.00042363130464,32.00042363130464,0.01516564032309873,170.6711992798784,170.6711992798784,0.9999999983999999,0.0
tapered,12.0,3.0,2,1.8287564394223712,horizon_interior_static_caution,-0.8287564394223712,-1.968813953122627,1,True,True,-0.8739548515706743,47.99877612739952,47.99877612739952,0.5094357382900614,383.9804529560688,383.9804529560688,0.9999999977777778,5.728195188922817e-10
